"sexo","idade","produto","valor","comprou"
"M","18","Sunga 4","49.9","1"
"F","19","Camisa 3","39.9","1"
"M","26","Camisa Polo 1","59.0","1"
"M","65","Sandalia 1","59.9","1"
"M","55","Calça Xadrez 2","23.9","1"
"M","48","Camisa Polo","50.0","0"
"M","26","Camisa Xadrez 2","123.3","1"
"M","64","Calça Xadrez 3","89.5","1"
"M","53","Sandalia 4","259.9","0"
"F","27","Chinelo 4","95.0","1"
"M","59","Sandalia 3","150.0","1"
"M","68","Camisa Polo 3","85.9","0"
"M","62","Camisa 1","59.9","1"
"M","57","Chinelo 1","39.9","1"
"F","36","Sunga 6","79.9","1"
"F","57","Camisa Xadrez","100.0","0"
"M","30","Calça Polo","51.0","1"
"F","35","Camisa 3","39.9","1"
"M","22","Camisa Polo 1","59.0","1"
"M","45","Camisa Xadrez 5","81.4","0"
"M","19","Sandalia 4","259.9","1"
"M","29","Camisa Xadrez","100.0","1"
"F","18","Sandalia 1","59.9","0"
"M","69","Chinelo 5","55.4","0"
"F","65","Camisa Xadrez 3","99.5","0"
"F","23","Chinelo 5","55.4","0"
"M","18","Tenis DC","400.0","1"
"F","67","Camisa Polo 2","55.9","1"
"M","22","Sandalia 4","259.9","0"
"F","44","Camisa Polo 2","65.9","0"
"M","22","Sunga 1","39.9","0"
"M","42","Tenis polo","300.5","0"
"F","37","Camisa Xadrez","100.0","0"
"M","61","Tenis sapato","150.9","0"
"F","34","Sandalia 5","100.0","0"
"F","31","Tenis Xadrez","325.0","0"
"M","67","Sunga 5","15.5","0"
"M","26","Tenis sapato","150.9","1"
"F","49","Camisa 4","29.9","0"
"F","49","Calça Polo","51.0","0"
"F","30","Camisa 2","49.9","1"
"M","45","Sunga 1","39.9","1"
"M","59","Sandalia 1","59.9","0"
"M","35","Tenis DC","400.0","1"
"M","49","Sunga 6","79.9","0"
"F","20","Camisa Xadrez 3","147.2","0"
"F","35","Sandalia 3","150.0","1"
"M","23","Camisa Xadrez 4","77.0","0"
"F","59","Sunga 4","49.9","0"
"F","18","Camisa Xadrez","100.0","1"
"M","58","Camisa Polo 3","85.9","0"
"M","18","Calça Xadrez 2","23.9","1"
"F","32","Camisa Xadrez","100.0","1"
"F","62","Tenis Xadrez 2","225.8","1"
"M","25","Sandalia 5","100.0","1"
"F","63","Calça Polo 1","159.9","1"
"F","49","Camisa Polo","50.0","0"
"F","33","Camisa Xadrez 2","123.3","1"
"F","40","Chinelo 1","39.9","0"
"M","56","Tenis Xadrez 2","225.8","0"
"M","30","Calça Xadrez 2","23.9","0"
"M","21","Camisa Polo 2","55.9","1"
"F","64","Camisa Polo","50.0","1"
"F","38","Sunga 3","25.9","1"
"M","20","Sandalia 3","150.0","1"
"M","24","Tenis polo","300.5","0"
"M","18","Calça Polo","51.0","0"
"M","23","Tenis Xadrez 2","225.8","0"
"F","57","Chinelo 1","39.9","0"
"M","48","Camisa Polo 2","65.9","0"
"F","64","Camisa Polo","50.0","0"
"M","51","Camisa 3","39.9","0"
"F","29","Calça Polo","51.0","1"
"M","66","Tenis polo","300.5","0"
"M","22","Camisa 2","49.9","1"
"M","25","Camisa Xadrez 5","81.4","1"
"F","24","Sandalia 3","150.0","1"
"M","23","Camisa Polo 2","95.9","1"
"F","62","Camisa Xadrez 2","123.9","1"
"M","63","Sunga 3","25.9","1"
"F","60","Chinelo 1","39.9","0"
"M","39","Camisa 3","39.9","1"
"F","59","Camisa Xadrez 2","123.3","0"
"M","61","Chinelo 2","89.9","0"
"M","62","Camisa Xadrez 2","123.3","1"
"F","70","Camisa Polo","50.0","1"
"M","28","Calça Xadrez 3","89.5","0"
"F","59","Camisa Xadrez 2","123.3","0"
"M","31","Calça Xadrez 2","23.9","1"
"M","51","Camisa 4","29.9","1"
"M","45","Sandalia 5","100.0","0"
"F","55","Sandalia 2","71.9","1"
"M","22","Camisa Xadrez 4","77.0","1"
"F","40","Tenis DC","400.0","1"
"M","49","Tenis Xadrez 2","225.8","1"
"M","43","Camisa Xadrez","100.0","0"
"F","20","Calça Xadrez 2","23.9","0"
"F","39","Sandalia 5","100.0","1"
"M","70","Camisa Xadrez 2","123.3","0"
"M","55","Sunga 5","15.5","0"
"M","59","Tenis Xadrez 2","225.8","0"
"M","60","Sandalia 1","59.9","1"
"M","23","Camisa Xadrez 5","81.4","0"
"M","41","Sandalia 5","100.0","0"
"M","62","Camisa 2","49.9","0"
"F","49","Sunga 2","29.9","1"
"F","69","Camisa Polo 3","85.9","1"
"M","39","Calça Xadrez 2","23.9","0"
"M","57","Camisa Xadrez 3","147.2","1"
"F","43","Camisa 1","59.9","1"
"F","31","Camisa Polo","50.0","0"
"F","25","Camisa 4","29.9","0"
"M","59","Camisa Xadrez","100.0","1"
"M","33","Camisa Polo 3","85.9","0"
"F","66","Camisa Polo 2","65.9","1"
"F","29","Sunga 6","79.9","1"
"M","49","Camisa Xadrez 2","123.9","0"
"M","65","Calça Xadrez 2","23.9","0"
"M","38","Camisa Polo 1","59.0","0"
"F","65","Camisa 4","29.9","0"
"F","22","Calça Xadrez 3","89.5","0"
"M","45","Camisa Polo 2","95.9","1"
"M","26","Sandalia 3","150.0","0"
"M","22","Camisa Polo 1","59.0","1"
"F","49","Camisa Polo 2","65.9","1"
"F","39","Chinelo 2","89.9","1"
"M","32","Calça Xadrez 2","23.9","1"
"M","44","Camisa Polo 1","59.0","1"
"F","59","Sandalia 1","59.9","0"
"M","53","Camisa Xadrez 4","77.0","1"
"M","63","Calça Xadrez 2","23.9","0"
"M","57","Sandalia 4","259.9","0"
"F","69","Camisa Xadrez","100.0","1"
"M","65","Sunga 4","49.9","0"
"M","54","Camisa Polo 2","55.9","1"
"M","56","Camisa 3","39.9","1"
"F","25","Calça Xadrez 3","89.5","0"
"F","27","Sandalia 3","150.0","0"
"F","57","Tenis sapato","150.9","0"
"M","37","Camisa Xadrez 5","81.4","1"
"M","60","Sunga 6","79.9","1"
"M","34","Camisa Xadrez 2","123.3","1"
"F","33","Calça Xadrez 2","23.9","1"
"M","47","Sandalia 2","71.9","1"
"M","25","Sunga 2","29.9","0"
"F","51","Calça Xadrez 2","23.9","0"
"F","23","Camisa Polo 2","95.9","0"
"M","43","Tenis Xadrez 2","225.8","1"
"M","35","Camisa Xadrez","100.0","0"
"M","36","Camisa Xadrez 2","123.9","1"
"M","68","Camisa Xadrez 3","99.5","1"
"F","22","Calça Xadrez 3","89.5","0"
"F","21","Sunga 6","79.9","1"
"M","27","Camisa 1","59.9","1"
"F","22","Sandalia 1","59.9","1"
"F","33","Camisa Polo 1","59.0","0"
"M","42","Tenis sapato","150.9","1"
"M","37","Camisa Xadrez 2","123.3","0"
"M","66","Chinelo 2","89.9","1"
"F","67","Sunga 4","49.9","0"
"F","47","Sandalia 2","71.9","1"
"F","31","Sunga 3","25.9","0"
"M","41","Sunga 5","15.5","0"
"M","58","Calça Polo","51.0","0"
"M","32","Sunga 5","15.5","0"
"F","24","Sunga 1","39.9","0"
"F","51","Camisa Polo 2","65.9","0"
"M","40","Sandalia 1","59.9","0"
"M","55","Camisa Xadrez 5","81.4","0"
"F","29","Camisa Xadrez 2","123.3","1"
"M","45","Camisa Polo 2","95.9","1"
"F","35","Camisa Polo 2","55.9","1"
"F","26","Sunga 3","25.9","1"
"F","51","Camisa 4","29.9","1"
"F","28","Sunga 3","25.9","0"
"F","28","Sunga 2","29.9","1"
"F","25","Sunga 6","79.9","0"
"M","25","Camisa 3","39.9","1"
"M","41","Sunga 1","39.9","1"
"F","27","Camisa Xadrez 2","123.3","1"
"M","49","Camisa 4","29.9","0"
"F","28","Camisa Polo","50.0","1"
"F","40","Sandalia 1","59.9","0"
"F","70","Camisa 4","29.9","0"
"M","18","Calça Xadrez 3","89.5","0"
"F","36","Sunga 1","39.9","1"
"M","36","Camisa 3","39.9","0"
"F","61","Tenis polo","300.5","0"
"M","22","Camisa Xadrez","100.0","0"
"F","61","Camisa Xadrez","100.0","0"
"M","57","Sandalia 3","150.0","1"
"M","59","Sandalia 5","100.0","0"
"F","47","Sandalia 2","71.9","1"
"F","39","Calça Xadrez 2","23.9","1"
"F","59","Sunga 4","49.9","1"
"F","45","Calça Polo 1","159.9","0"
"M","49","Chinelo 5","55.4","0"
"M","52","Camisa Polo 2","55.9","1"
"M","24","Camisa 1","59.9","0"
"F","25","Camisa Xadrez 5","81.4","1"
"F","60","Camisa Polo 1","59.0","0"
"M","37","Chinelo 3","119.9","1"
"F","61","Calça Xadrez 3","89.5","0"
"F","69","Tenis Xadrez 2","225.8","1"
"F","25","Sandalia 1","59.9","1"
"M","25","Sunga 1","39.9","1"
"M","18","Calça Xadrez 3","89.5","1"
"M","48","Calça Polo 1","159.9","0"
"M","35","Chinelo 4","95.0","0"
"F","52","Calça Xadrez 2","23.9","0"
"F","24","Calça Xadrez 2","23.9","1"
"F","35","Camisa Xadrez","100.0","1"
"F","58","Camisa Polo 2","65.9","1"
"M","65","Sandalia 1","59.9","1"
"F","38","Sunga 5","15.5","1"
"F","28","Tenis polo","300.5","0"
"M","25","Camisa Polo 2","95.9","0"
"F","49","Tenis Xadrez 2","225.8","1"
"F","31","Camisa Xadrez 4","77.0","0"
"M","38","Chinelo 4","95.0","0"
"M","40","Sunga 4","49.9","1"
"F","20","Tenis polo","300.5","1"
"M","68","Camisa Polo 1","59.0","1"
"M","30","Camisa Xadrez 4","77.0","0"
"F","43","Tenis polo","300.5","0"
"F","25","Camisa Polo 2","65.9","1"
"M","70","Sunga 5","15.5","0"
"M","61","Camisa Xadrez 2","123.9","1"
"F","22","Sandalia 4","259.9","0"
"F","18","Camisa 3","39.9","1"
"F","46","Tenis Xadrez 2","225.8","0"
"M","49","Tenis polo","300.5","1"
"F","66","Camisa Polo","50.0","1"
"M","53","Sunga 6","79.9","0"
"M","37","Sandalia 3","150.0","1"
"M","29","Sandalia 3","150.0","1"
"F","25","Tenis Xadrez","325.0","0"
"F","53","Sandalia 1","59.9","0"
"M","31","Tenis Xadrez","325.0","1"
"M","30","Tenis DC","400.0","1"
"F","37","Tenis Xadrez 2","225.8","0"
"M","33","Sandalia 4","259.9","1"
"M","42","Sunga 1","39.9","1"
"M","40","Sunga 3","25.9","0"
"F","56","Camisa Xadrez 3","99.5","0"
"M","19","Camisa 2","49.9","0"
"M","28","Camisa Xadrez 2","123.3","0"
"M","51","Sunga 2","29.9","1"
"M","47","Sandalia 2","71.9","1"
"M","66","Tenis Xadrez","325.0","1"
"F","32","Chinelo 1","39.9","1"
"M","27","Sandalia 5","100.0","0"
"M","70","Chinelo 1","39.9","1"
"M","46","Tenis sapato","150.9","0"
"M","59","Tenis s/ cadarço","551.9","0"
"F","58","Calça Polo","51.0","1"
"M","28","Camisa 1","59.9","0"
"F","45","Camisa 1","59.9","0"
"M","64","Camisa Polo 2","65.9","0"
"F","50","Camisa 2","49.9","1"
"M","49","Camisa Xadrez 3","99.5","1"
"M","19","Camisa Xadrez 4","77.0","0"
"F","24","Calça Polo 1","159.9","1"
"F","23","Camisa Xadrez 3","147.2","0"
"F","32","Chinelo 1","39.9","1"
"M","44","Camisa Xadrez","100.0","1"
"M","59","Chinelo 1","39.9","1"
"F","20","Camisa Xadrez 4","77.0","0"
"F","69","Tenis s/ cadarço","551.9","1"
"M","63","Tenis polo","300.5","1"
"F","47","Tenis s/ cadarço","551.9","0"
"F","31","Calça Xadrez 2","23.9","0"
"F","34","Camisa Xadrez","100.0","0"
"M","32","Chinelo 3","119.9","1"
"F","19","Camisa 1","59.9","1"
"F","29","Calça Polo","51.0","1"
"M","46","Camisa Xadrez 3","99.5","1"
"F","25","Chinelo 4","95.0","0"
"F","41","Chinelo 4","95.0","1"
"F","59","Sunga 4","49.9","0"
"F","51","Sunga 2","29.9","1"
"F","50","Sunga 4","49.9","1"
"M","27","Camisa Xadrez 3","147.2","1"
"F","39","Sandalia 3","150.0","0"
"M","34","Chinelo 2","89.9","0"
"M","54","Calça Polo","51.0","0"
"M","34","Camisa Xadrez","100.0","1"
"F","63","Camisa Xadrez 5","81.4","0"
"F","20","Sandalia 1","59.9","0"
"M","59","Sunga 1","39.9","1"
"F","65","Tenis Xadrez","325.0","0"
"M","46","Camisa Polo","50.0","0"
"M","24","Tenis s/ cadarço","551.9","1"
"F","41","Camisa 3","39.9","1"
"M","38","Camisa Xadrez 2","123.9","1"
"F","65","Sandalia 1","59.9","1"
"M","23","Sunga 3","25.9","0"
"M","39","Chinelo 2","89.9","0"
"F","49","Sunga 1","39.9","1"
"F","25","Calça Xadrez 3","89.5","1"
"F","61","Camisa Xadrez 3","99.5","0"
"M","37","Sunga 2","29.9","1"
"M","64","Sunga 3","25.9","1"
"M","19","Sandalia 5","100.0","0"
"F","65","Camisa Xadrez","100.0","0"
"M","57","Tenis Xadrez 2","225.8","1"
"M","54","Sandalia 3","150.0","0"
"F","58","Calça Polo 1","159.9","0"
"F","36","Sandalia 2","71.9","1"
"M","18","Sunga 4","49.9","0"
"F","62","Chinelo 1","39.9","0"
"M","23","Chinelo 1","39.9","1"
"M","45","Camisa Xadrez 4","77.0","0"
"F","33","Tenis Xadrez 2","225.8","0"
"M","40","Sunga 5","15.5","1"
"M","59","Camisa Xadrez 5","81.4","0"
"M","20","Sandalia 1","59.9","0"
"M","33","Calça Polo","51.0","1"
"M","45","Calça Polo 1","159.9","0"
"F","66","Sunga 6","79.9","1"
"F","48","Sunga 4","49.9","1"
"F","70","Camisa Xadrez 2","123.9","1"
"F","45","Camisa 3","39.9","0"
"M","68","Camisa Xadrez","100.0","1"
"M","53","Sandalia 1","59.9","1"
"M","56","Sunga 6","79.9","0"
"M","48","Sunga 2","29.9","0"
"M","21","Calça Polo 1","159.9","0"
"F","22","Camisa Xadrez 3","99.5","1"
"M","51","Chinelo 1","39.9","1"
"M","67","Tenis sapato","150.9","1"
"F","28","Sunga 6","79.9","0"
"F","35","Tenis Xadrez","325.0","1"
"M","47","Camisa 2","49.9","1"
"F","55","Sandalia 1","59.9","1"
"F","33","Sunga 6","79.9","1"
"M","59","Sunga 3","25.9","0"
"M","63","Camisa Polo 2","65.9","0"
"M","59","Camisa 2","49.9","0"
"F","56","Camisa Polo 3","85.9","0"
"M","22","Camisa 3","39.9","1"
"M","20","Camisa Xadrez 2","123.9","0"
"M","61","Camisa Xadrez","100.0","0"
"M","20","Chinelo 2","89.9","1"
"M","65","Camisa Xadrez 4","77.0","1"
"M","55","Camisa Polo 1","59.0","0"
"F","61","Chinelo 1","39.9","1"
"M","32","Camisa 2","49.9","1"
"M","33","Calça Xadrez 2","23.9","1"
"F","22","Sunga 2","29.9","0"
"M","38","Camisa Xadrez 3","99.5","1"
"M","69","Calça Xadrez 2","23.9","0"
"M","48","Camisa Xadrez","100.0","1"
"M","64","Calça Xadrez 3","89.5","0"
"F","64","Camisa Xadrez 2","123.3","1"
"M","26","Sandalia 3","150.0","0"
"F","63","Chinelo 2","89.9","0"
"F","48","Camisa Polo 2","55.9","0"
"F","48","Sandalia 2","71.9","0"
"F","25","Camisa Polo 2","55.9","1"
"F","19","Camisa Xadrez 2","123.3","0"
"M","61","Camisa 2","49.9","0"
"F","46","Sunga 4","49.9","1"
"F","56","Camisa 3","39.9","0"
"M","23","Camisa Polo 3","85.9","1"
"F","64","Camisa Xadrez","100.0","1"
"M","25","Calça Polo","51.0","0"
"M","48","Camisa Polo 2","55.9","0"
"M","47","Calça Polo 1","159.9","0"
"M","65","Camisa Xadrez 3","147.2","1"
"M","20","Tenis Xadrez 2","225.8","1"
"M","55","Calça Polo 1","159.9","0"
"F","66","Sunga 1","39.9","1"
"M","63","Chinelo 5","55.4","1"
"M","20","Tenis polo","300.5","0"
"F","26","Sunga 1","39.9","1"
"M","26","Sunga 5","15.5","0"
"M","48","Sunga 2","29.9","1"
"M","69","Calça Xadrez 2","23.9","1"
"M","32","Chinelo 4","95.0","0"
"M","28","Sunga 2","29.9","1"
"M","52","Camisa Xadrez 5","81.4","1"
"F","24","Camisa Polo 3","85.9","1"
"F","55","Sunga 1","39.9","0"
"M","59","Sunga 1","39.9","1"
"F","41","Tenis Xadrez","325.0","0"
"F","52","Camisa Xadrez 4","77.0","1"
"M","46","Sunga 6","79.9","0"
"M","29","Camisa Xadrez 5","81.4","1"
"F","34","Tenis DC","400.0","0"
"F","41","Tenis Xadrez 2","225.8","0"
"F","62","Tenis polo","300.5","0"
"M","63","Tenis Xadrez 2","225.8","1"
"M","40","Camisa Xadrez 2","123.3","0"
"F","18","Chinelo 4","95.0","0"
"M","55","Tenis Xadrez","325.0","1"
"F","53","Camisa Xadrez 3","99.5","1"
"F","37","Camisa Polo 1","59.0","1"
"M","53","Tenis Xadrez","325.0","1"
"F","34","Tenis DC","400.0","0"
"F","57","Chinelo 5","55.4","0"
"F","42","Sandalia 3","150.0","1"
"F","41","Sandalia 4","259.9","0"
"F","48","Camisa Xadrez 3","99.5","1"
"F","61","Calça Polo 1","159.9","1"
"F","36","Camisa Xadrez","100.0","1"
"M","53","Camisa Xadrez 5","81.4","0"
"F","25","Chinelo 4","95.0","1"
"M","23","Camisa Polo 2","95.9","1"
"F","33","Camisa Xadrez 2","123.3","1"
"F","21","Calça Polo 1","159.9","1"
"F","31","Sandalia 1","59.9","0"
"M","37","Calça Polo","51.0","1"
"F","57","Tenis Xadrez 2","225.8","1"
"M","42","Tenis polo","300.5","0"
"F","23","Camisa Polo 2","55.9","0"
"M","40","Sandalia 3","150.0","0"
"M","65","Camisa Polo 3","85.9","0"
"F","51","Calça Polo","51.0","0"
"F","49","Camisa Polo 2","55.9","1"
"M","50","Tenis sapato","150.9","0"
"M","55","Tenis polo","300.5","1"
"M","55","Sunga 6","79.9","1"
"F","51","Tenis polo","300.5","0"
"F","61","Camisa Xadrez","100.0","1"
"M","63","Camisa Xadrez 2","123.3","0"
"M","45","Sandalia 2","71.9","1"
"M","32","Tenis Xadrez 2","225.8","0"
"F","19","Sunga 4","49.9","0"
"M","69","Calça Xadrez 2","23.9","0"
"M","40","Camisa 1","59.9","1"
"F","44","Sandalia 2","71.9","0"
"F","68","Tenis polo","300.5","1"
"F","59","Tenis s/ cadarço","551.9","1"
"F","41","Camisa Xadrez","100.0","1"
"M","53","Tenis Xadrez","325.0","1"
"M","62","Sunga 4","49.9","1"
"F","25","Sunga 6","79.9","1"
"F","53","Sunga 4","49.9","1"
"F","50","Camisa Xadrez 2","123.3","1"
"M","52","Calça Polo","51.0","1"
"M","25","Tenis DC","400.0","1"
"F","32","Chinelo 4","95.0","1"
"M","67","Camisa Polo 2","65.9","1"
"M","44","Camisa Polo 2","95.9","0"
"M","21","Camisa Xadrez 5","81.4","1"
"F","43","Camisa Xadrez","100.0","1"
"M","33","Sandalia 3","150.0","0"
"M","44","Camisa Polo 2","95.9","1"
"M","49","Calça Polo","51.0","0"
"M","31","Calça Xadrez 3","89.5","1"
"F","41","Camisa Polo","50.0","0"
"M","44","Calça Xadrez 2","23.9","0"
"F","68","Sandalia 3","150.0","0"
"F","70","Camisa 3","39.9","1"
"F","41","Camisa Xadrez 2","123.3","1"
"F","44","Camisa 2","49.9","0"
"F","21","Sunga 6","79.9","0"
"F","66","Sunga 5","15.5","0"
"M","68","Sunga 1","39.9","1"
"M","57","Tenis Xadrez 2","225.8","1"
"M","59","Camisa 2","49.9","0"
"F","49","Tenis DC","400.0","1"
"F","53","Sunga 2","29.9","0"
"F","67","Camisa 3","39.9","1"
"M","58","Chinelo 3","119.9","1"
"F","69","Sandalia 2","71.9","1"
"M","61","Sunga 4","49.9","0"
"M","23","Camisa Polo 2","65.9","1"
"F","31","Sandalia 3","150.0","0"
"M","35","Sunga 2","29.9","1"
"M","49","Camisa Polo 3","85.9","0"
"M","63","Camisa Polo 3","85.9","1"
"F","43","Sunga 4","49.9","0"
"M","24","Sunga 2","29.9","0"
"F","34","Tenis sapato","150.9","0"
"M","22","Sunga 2","29.9","0"
"F","24","Camisa Xadrez 3","147.2","1"
"F","61","Camisa Xadrez","100.0","0"
"F","28","Sandalia 5","100.0","0"
"M","47","Tenis sapato","150.9","0"
"F","41","Chinelo 1","39.9","0"
"F","62","Sunga 1","39.9","0"
"M","61","Sandalia 1","59.9","0"
"F","43","Camisa Polo 2","95.9","0"
"F","40","Sunga 3","25.9","0"
"F","50","Calça Polo 1","159.9","1"
"F","62","Camisa Xadrez","100.0","0"
"M","69","Sandalia 2","71.9","1"
"F","70","Sandalia 3","150.0","0"
"F","38","Sandalia 2","71.9","0"
"M","56","Sandalia 1","59.9","0"
"M","43","Camisa 2","49.9","1"
"M","66","Chinelo 1","39.9","1"
"F","39","Camisa 3","39.9","1"
"M","57","Sunga 1","39.9","1"
"F","33","Camisa 3","39.9","1"
"F","48","Tenis DC","400.0","1"
"F","18","Camisa Xadrez 3","99.5","1"
"F","49","Camisa Polo 1","59.0","1"
"F","27","Tenis Xadrez 2","225.8","1"
"M","24","Camisa Polo 1","59.0","0"
"M","45","Chinelo 4","95.0","1"
"F","40","Calça Xadrez 2","23.9","0"
"M","34","Camisa Xadrez 4","77.0","0"
"F","39","Camisa 1","59.9","1"
"M","18","Camisa Polo 1","59.0","0"
"M","24","Camisa Polo","50.0","0"
"M","69","Calça Polo","51.0","1"
"F","18","Camisa Polo 1","59.0","1"
"F","49","Camisa Xadrez 5","81.4","1"
"F","41","Sandalia 4","259.9","0"
"F","46","Camisa Polo 3","85.9","1"
"F","41","Camisa Polo 2","95.9","0"
"F","47","Tenis Xadrez 2","225.8","1"
"F","53","Tenis s/ cadarço","551.9","1"
"F","46","Sunga 4","49.9","0"
"F","64","Sunga 1","39.9","0"
"M","18","Camisa Polo 1","59.0","1"
"F","39","Camisa Polo","50.0","1"
"F","30","Calça Polo 1","159.9","0"
"F","68","Chinelo 4","95.0","0"
"F","57","Tenis sapato","150.9","0"
"F","52","Sandalia 2","71.9","1"
"F","37","Camisa 2","49.9","0"
"M","26","Camisa Xadrez 3","99.5","1"
"M","35","Camisa 3","39.9","1"
"M","53","Sunga 1","39.9","0"
"M","47","Camisa 4","29.9","1"
"F","30","Sandalia 2","71.9","0"
"F","20","Chinelo 1","39.9","0"
"M","30","Camisa Polo 2","55.9","0"
"M","41","Calça Polo","51.0","1"
"F","28","Tenis polo","300.5","0"
"M","35","Sunga 1","39.9","0"
"M","30","Tenis s/ cadarço","551.9","0"
"M","38","Tenis s/ cadarço","551.9","0"
"M","26","Camisa Xadrez 2","123.3","1"
"F","43","Camisa 3","39.9","1"
"M","24","Camisa Polo","50.0","0"
"M","53","Chinelo 3","119.9","1"
"F","59","Camisa Xadrez 4","77.0","1"
"F","25","Sandalia 2","71.9","1"
"F","68","Camisa 3","39.9","0"
"F","68","Camisa Xadrez 4","77.0","1"
"F","42","Sunga 2","29.9","1"
"F","40","Camisa Polo","50.0","0"
"F","59","Camisa Xadrez 3","147.2","0"
"M","26","Sandalia 3","150.0","0"
"F","27","Calça Xadrez 3","89.5","1"
"M","60","Sunga 5","15.5","1"
"F","18","Chinelo 1","39.9","0"
"M","18","Calça Xadrez 3","89.5","1"
"F","64","Camisa Polo 2","65.9","1"
"M","69","Chinelo 3","119.9","1"
"F","52","Camisa Xadrez 5","81.4","0"
"M","69","Camisa 3","39.9","0"
"F","30","Tenis Xadrez","325.0","0"
"F","61","Calça Xadrez 3","89.5","0"
"F","34","Tenis sapato","150.9","1"
"F","58","Calça Polo","51.0","0"
"F","24","Tenis s/ cadarço","551.9","0"
"F","49","Tenis sapato","150.9","0"
"M","59","Camisa 3","39.9","0"
"F","19","Chinelo 5","55.4","1"
"F","38","Camisa 1","59.9","1"
"F","65","Camisa 4","29.9","1"
"F","37","Camisa 2","49.9","1"
"M","43","Sandalia 5","100.0","1"
"F","38","Chinelo 2","89.9","1"
"M","61","Camisa Xadrez","100.0","0"
"F","30","Camisa Polo 2","55.9","1"
"M","42","Sunga 2","29.9","1"
"F","57","Tenis Xadrez 2","225.8","1"
"F","57","Camisa Xadrez 2","123.3","1"
"F","52","Sandalia 5","100.0","1"
"F","44","Camisa Xadrez 4","77.0","0"
"M","63","Camisa Xadrez 5","81.4","1"
"F","47","Camisa 1","59.9","1"
"M","61","Sandalia 3","150.0","0"
"M","67","Calça Polo","51.0","0"
"M","18","Camisa Polo 2","65.9","1"
"F","27","Camisa 4","29.9","1"
"F","36","Camisa 1","59.9","0"
"M","46","Camisa Xadrez 2","123.3","0"
"F","43","Sunga 2","29.9","0"
"F","64","Camisa 1","59.9","0"
"M","58","Sunga 4","49.9","0"
"M","36","Camisa Xadrez 3","147.2","0"
"M","24","Sandalia 3","150.0","1"
"M","52","Chinelo 1","39.9","1"
"M","22","Camisa Polo 1","59.0","1"
"F","18","Camisa 3","39.9","0"
"M","65","Camisa Polo 2","55.9","0"
"M","22","Camisa 2","49.9","1"
"M","47","Tenis Xadrez 2","225.8","0"
"M","44","Camisa Polo","50.0","0"
"F","66","Chinelo 3","119.9","0"
"F","31","Tenis Xadrez","325.0","0"
"M","33","Chinelo 5","55.4","0"
"M","61","Camisa Xadrez","100.0","1"
"F","41","Chinelo 1","39.9","0"
"F","34","Calça Xadrez 2","23.9","1"
"M","50","Calça Xadrez 3","89.5","0"
"F","50","Tenis sapato","150.9","1"
"M","70","Chinelo 5","55.4","1"
"M","33","Tenis Xadrez","325.0","1"
"M","59","Tenis s/ cadarço","551.9","0"
"M","47","Chinelo 5","55.4","0"
"M","20","Sandalia 5","100.0","0"
"F","20","Sunga 1","39.9","1"
"M","32","Chinelo 1","39.9","0"
"F","27","Sandalia 2","71.9","1"
"F","42","Sandalia 3","150.0","1"
"M","25","Camisa Polo","50.0","0"
"F","42","Camisa Xadrez","100.0","0"
"M","61","Chinelo 3","119.9","0"
"M","38","Tenis Xadrez 2","225.8","0"
"M","52","Camisa 2","49.9","1"
"F","45","Camisa Polo 2","65.9","1"
"M","55","Camisa 1","59.9","1"
"F","69","Sandalia 1","59.9","1"
"M","25","Camisa Xadrez 2","123.9","0"
"M","43","Sandalia 5","100.0","1"
"M","21","Tenis s/ cadarço","551.9","1"
"M","68","Tenis DC","400.0","0"
"M","66","Camisa Polo 2","55.9","1"
"F","50","Sunga 4","49.9","1"
"M","51","Camisa Polo 3","85.9","0"
"F","64","Tenis Xadrez 2","225.8","1"
"F","55","Camisa 4","29.9","1"
"F","27","Chinelo 3","119.9","0"
"M","70","Sandalia 4","259.9","0"
"M","40","Sunga 5","15.5","0"
"F","38","Camisa Xadrez 3","147.2","0"
"F","33","Sandalia 5","100.0","1"
"M","48","Camisa Xadrez 5","81.4","0"
"M","69","Calça Polo","51.0","0"
"M","68","Camisa Xadrez 2","123.3","1"
